,Area,Year,% of total country area cultivated,Arable land area,Cultivated area (arable land + permanent crops),Dependency ratio,Environmental Flow Requirements,GDP per capita,Gross Domestic Product (GDP),Groundwater produced internally,Groundwater: accounted inflow,Groundwater: entering the country (total),Long-term average annual precipitation in depth,Long-term average annual precipitation in volume,Overlap between surface water and groundwater,Overlap: between surface water and groundwater,Permanent crops area,Population density,Rural population,Surface water produced internally,Surface water: accounted flow of border rivers,Surface water: accounted inflow,Surface water: entering the country (total),Surface water: inflow not submitted to treaties,Surface water: inflow secured through treaties,Surface water: inflow submitted to treaties,Surface water: leaving the country to other countries (total),Surface water: outflow to other countries not submitted to treaties,Surface water: outflow to other countries secured through treaties,Surface water: outflow to other countries submitted to treaties,Surface water: total external renewable,Surface water: total flow of border rivers,Total area of the country (excl. coastal waters),Total internal renewable water resources (IRWR),Total internal renewable water resources per capita,Total population,Total renewable groundwater,Total renewable surface water,Total renewable water resources,Total renewable water resources per capita,Urban population,Water resources: total external renewable
688,Romania,1995,41.52,9346.0,9898.0,80.01,105.2,1583.0,35800000000.0,8.38,0.08,0.08,637.0,151.9,8.0,8.0,552.0,94.94,10487.0,42.0,1.45,169.5,168.1,168.1,0.0,0.0,22.5,22.5,0.0,0.0,169.5,2.9,23839.0,42.38,1872.0,22633.0,8.46,211.5,212.0,9367.0,12146.0,169.6
690,Rwanda,1995,39.86,800.0,1050.0,28.57,10.28,283.9,1850000000.0,7.0,0.0,0.0,1212.0,31.92,7.0,7.0,250.0,247.6,5715.0,9.5,0.0,3.8,3.8,3.8,0.0,0.0,6.145,6.145,0.0,0.0,3.8,0.0,2634.0,9.5,1457.0,6522.0,7.0,13.3,13.3,2039.0,806.6,3.8
698,Senegal,1995,15.14,2938.0,2978.0,33.8,20.16,508.0,4670000000.0,3.5,0.0,0.0,686.0,134.9,1.5,1.5,40.0,46.75,5540.0,23.8,11.0,13.17,2.17,2.17,0.0,0.0,5.4,5.4,0.0,0.0,13.17,22.0,19671.0,25.8,2805.0,9197.0,3.5,36.97,38.97,4237.0,3657.0,13.17
700,Sierra Leone,1995,8.423,484.0,609.0,0.0,117.2,197.5,850000000.0,25.0,0.0,0.0,2526.0,182.6,15.0,15.0,125.0,59.54,2934.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7230.0,160.0,37166.0,4305.0,25.0,150.0,160.0,37166.0,1371.0,0.0
706,South Africa,1995,11.52,13700.0,14045.0,12.84,20.12,3505.0,153000000000.0,4.8,0.0,0.0,495.0,603.4,3.0,3.0,345.0,35.81,19866.0,43.0,0.0,6.6,6.6,4.3919999999999995,2.208,2.208,10.85,10.55,0.05,0.05,6.55,0.0,121909.0,44.8,1026.0,43657.0,4.8,49.55,51.35,1176.0,23791.0,6.55
708,Sri Lanka,1995,28.78,888.0,1888.0,0.0,38.54,816.8,15100000000.0,7.8,0.0,0.0,1712.0,112.3,7.0,7.0,1000.0,281.6,15063.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6561.0,52.8,2858.0,18477.0,7.8,52.0,52.8,2858.0,3414.0,0.0
709,Suriname,1995,0.409,57.0,67.0,0.0,83.41,2039.0,930000000.0,90.0,0.0,0.0,2331.0,381.9,90.0,90.0,10.0,2.784,159.5,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16382.0,99.0,217105.0,456.0,90.0,99.0,99.0,217105.0,296.5,0.0
710,Sweden,1995,6.216,2796.0,2799.0,1.724,104.7,29767.0,264000000000.0,20.0,0.0,0.0,624.0,281.0,19.0,19.0,3.0,19.7,1432.0,170.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,45030.0,171.0,19281.0,8869.0,20.0,173.0,174.0,19619.0,7437.0,3.0
711,Switzerland,1995,10.62,415.5,438.4,24.49,27.28,40468.0,287000000000.0,2.5,0.0,0.0,1537.0,63.46,2.5,2.5,22.9,171.8,1882.0,40.4,0.0,13.1,13.1,13.1,0.0,0.0,40.4,40.4,0.0,0.0,13.1,0.0,4129.0,40.4,5697.0,7092.0,2.5,53.5,53.5,7544.0,5210.0,13.1
714,Thailand,1995,38.28,16242.0,19642.0,48.81,189.6,2465.0,150000000000.0,41.9,0.0,0.0,1622.0,832.3,30.69,30.69,3400.0,118.6,42428.0,213.3,214.1,214.1,0.0,0.0,0.0,0.0,61.25,61.25,0.0,0.0,214.1,480.0,51312.0,224.5,3689.0,60864.0,41.9,427.4,438.6,7206.0,18436.0,214.1
716,Togo,1995,43.14,2330.0,2450.0,21.77,8.125,330.5,1500000000.0,5.7,0.0,0.0,1168.0,66.33,5.0,5.0,120.0,79.86,3113.0,10.8,0.0,3.2,3.2,3.2,0.0,0.0,9.592,9.592,0.0,0.0,3.2,0.0,5679.0,11.5,2536.0,4535.0,5.7,14.0,14.7,3241.0,1422.0,3.2
719,Trinidad and Tobago,1995,12.67,35.0,65.0,0.0,2.186,4550.0,5740000000.0,0.614,0.0,0.0,2200.0,11.29,0.514,0.514,30.0,245.8,1134.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,3.84,3045.0,1261.0,0.614,3.74,3.84,3045.0,127.2,0.0
720,Tunisia,1995,30.05,2845.0,4917.0,9.101,0.6767,2211.0,20700000000.0,1.495,0.1,0.1,207.0,33.87,0.4,0.4,2072.0,57.36,3633.0,3.1,0.0,0.32,0.32,0.32,0.0,0.0,0.16,0.177,0.0,0.0,0.32,0.0,16361.0,4.195,447.0,9384.0,1.595,3.42,4.615,491.8,5751.0,0.42
721,Turkey,1995,34.21,24297.0,26864.0,1.518,76.97,3147.0,190000000000.0,69.0,-1.2,0.0,593.0,465.7,28.0,28.0,2567.0,76.87,22229.0,186.0,2.9,4.7,1.8,1.8,0.0,0.0,60.12,41.22,18.9,15.75,-14.2,5.8,78535.0,227.0,3760.0,60372.0,67.8,171.8,211.6,3505.0,38143.0,-15.4
724,Uganda,1995,29.23,5060.0,7060.0,35.11,49.17,286.7,6270000000.0,29.0,0.0,0.0,1180.0,285.0,29.0,29.0,2000.0,90.52,19254.0,39.0,0.0,21.1,21.1,21.1,0.0,0.0,37.0,37.0,0.0,0.0,21.1,0.0,24155.0,39.0,1784.0,21866.0,29.0,60.1,60.1,2749.0,2612.0,21.1
727,United Kingdom,1995,26.37,6368.0,6425.0,1.361,88.35,24851.0,1450000000000.0,9.8,0.0,0.0,1220.0,297.2,9.0,9.0,57.0,239.5,12561.0,144.2,0.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,24361.0,145.0,2485.0,58347.0,9.8,146.2,147.0,2519.0,45786.0,2.0
729,United States of America,1995,18.7,177592.0,180092.0,8.179,1491.0,31638.0,8610000000000.0,1383.0,0.0,0.0,715.0,6885.0,1227.0,1227.0,2500.0,28.26,57921.0,2662.0,0.0,251.0,251.0,251.0,0.0,0.0,10.5,10.5,0.0,0.0,251.0,0.0,962909.0,2818.0,10355.0,272137.0,1383.0,2913.0,3069.0,11277.0,214216.0,251.0
730,Uruguay,1995,7.808,1333.0,1376.0,46.46,134.8,7328.0,24000000000.0,22.9,0.0,0.0,1300.0,229.1,22.9,22.9,43.0,18.56,290.0,92.2,75.0,80.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,150.0,17622.0,92.2,28187.0,3271.0,22.9,172.2,172.2,52644.0,2981.0,80.0
733,Venezuela (Bolivarian Republic of),1995,3.7230000000000003,2593.0,3396.0,39.25,1025.0,3714.0,85800000000.0,227.0,0.0,0.0,2044.0,1864.0,204.7,204.7,803.0,25.34,3092.0,782.7,25.0,520.0,495.0,495.0,0.0,0.0,160.0,160.0,0.0,0.0,520.0,50.0,91205.0,805.0,34833.0,23110.0,227.0,1303.0,1325.0,57334.0,20018.0,520.0
734,Viet Nam,1995,21.75,5668.0,7202.0,59.35,432.6,346.6,26800000000.0,71.42,0.0,0.0,1821.0,603.0,35.0,35.0,1534.0,233.9,59487.0,323.0,0.0,524.7,524.7,524.7,0.0,0.0,37.15,37.15,0.0,0.0,524.7,0.0,33111.0,359.4,4640.0,77453.0,71.42,847.7,884.1,11415.0,17966.0,524.7
736,Zambia,1995,3.7680000000000002,2808.0,2836.0,23.47,49.36,445.2,4300000000.0,47.0,0.0,0.0,1020.0,767.7,47.0,47.0,28.0,12.84,6295.0,80.2,0.0,24.6,24.6,24.6,0.0,0.0,104.3,104.3,0.0,0.0,24.6,0.0,75261.0,80.2,8296.0,9667.0,47.0,104.8,104.8,10841.0,3372.0,24.6
737,Zimbabwe,1995,9.213,3500.0,3600.0,38.7,9.347999999999999,728.4,8530000000.0,6.0,0.0,0.0,657.0,256.7,5.0,5.0,100.0,29.97,7791.0,11.26,7.74,7.74,0.0,0.0,0.0,0.0,14.14,14.14,0.0,0.0,7.74,39.9,39076.0,12.26,1047.0,11710.0,6.0,19.0,20.0,1708.0,3919.0,7.74
739,Albania,2000,24.31,578.0,699.0,10.93,13.56,1422.0,4440000000.0,6.2,0.0,0.0,1485.0,42.69,2.35,2.35,121.0,108.5,1699.0,23.05,0.0,3.3,3.3,3.3,0.0,0.0,11.5,11.5,0.0,0.0,3.3,0.0,2875.0,26.9,8625.0,3119.0,6.2,26.35,30.2,9683.0,1420.0,3.3
740,Algeria,2000,3.445,7547.0,8206.0,3.5989999999999998,4.56,1774.0,56800000000.0,1.4869999999999999,0.03,0.03,89.0,212.0,0.0,0.0,659.0,13.43,11962.0,9.76,0.0,0.39,0.39,0.39,0.0,0.0,0.32,0.32,0.0,0.0,0.39,0.0,238174.0,11.25,351.6,31995.0,1.517,10.15,11.67,364.7,20033.0,0.42
744,Argentina,2000,10.38,27862.0,28862.0,66.67,515.8,2579.0,97700000000.0,128.0,0.0,0.0,591.0,1643.0,112.0,112.0,1000.0,13.63,4205.0,276.0,67.94,584.2,516.3,516.3,0.0,0.0,48.0,48.0,0.0,0.0,584.2,135.9,278040.0,292.0,7707.0,37889.0,128.0,860.2,876.2,23125.0,33684.0,584.2
746,Australia,2000,6.2170000000000005,47799.0,48124.0,0.0,243.3,20231.0,394000000000.0,72.0,0.0,0.0,534.0,4134.0,20.0,20.0,325.0,2.516,2217.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774122.0,492.0,25263.0,19475.0,72.0,440.0,492.0,25263.0,17258.0,0.0
747,Austria,2000,17.36,1385.0,1456.0,29.21,41.51,26186.0,213000000000.0,6.0,0.0,0.0,1110.0,93.11,6.0,6.0,71.0,96.97,2809.0,55.0,0.0,22.7,22.7,22.7,0.0,0.0,77.7,77.7,0.0,0.0,22.7,0.0,8388.0,55.0,6762.0,8134.0,6.0,77.7,77.7,9552.0,5325.0,22.7
751,Bangladesh,2000,58.96,8253.0,8753.0,91.44,600.3,400.6,54700000000.0,21.09,0.032,0.032,2666.0,395.8,0.0,0.0,500.0,920.1,102683.0,83.91,0.0,1122.0,1122.0,1122.0,0.0,0.0,0.057,0.057,0.0,0.0,1122.0,0.0,14846.0,105.0,768.7,136601.0,21.12,1206.0,1227.0,8982.0,33918.0,1122.0
755,Belize,2000,4.441,70.0,102.0,29.79,13.72,3557.0,933000000.0,7.51,0.0,0.0,1705.0,39.16,7.51,7.51,32.0,11.41,143.6,15.26,0.43200000000000005,6.474,6.042000000000001,6.042000000000001,0.0,0.0,0.0,0.0,0.0,0.0,6.474,0.8640000000000001,2297.0,15.26,58200.0,262.2,7.51,21.73,21.73,82876.0,118.6,6.474
756,Benin,2000,24.53,2550.0,2815.0,60.97,13.06,418.7,3050000000.0,1.8,0.0,0.0,1039.0,119.2,1.5,1.5,265.0,63.57,4406.0,10.0,16.09,16.09,0.0,0.0,0.0,0.0,5.8,5.8,0.0,0.0,16.09,32.19,11476.0,10.3,1412.0,7295.0,1.8,26.09,26.39,3618.0,2889.0,16.09
757,Bhutan,2000,3.2439999999999998,111.0,130.0,0.0,54.1,885.6,537000000.0,8.1,0.0,0.0,2200.0,88.18,8.1,8.1,19.0,15.13,441.4,81.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,78.0,0.0,0.0,0.0,0.0,4008.0,81.0,133575.0,606.4,8.1,81.0,81.0,133575.0,165.0,0.0
758,Bolivia (Plurinational State of),2000,3.168,3300.0,3480.0,47.13,396.6,913.6,7910000000.0,130.0,0.0,0.0,1146.0,1259.0,103.9,103.9,180.0,7.877000000000001,3100.0,277.4,11.5,270.5,259.0,259.0,0.0,0.0,566.0,566.0,0.0,0.0,270.5,15.0,109858.0,303.5,35075.0,8653.0,130.0,547.9,574.0,66335.0,5553.0,270.5
760,Botswana,2000,0.4229,245.0,246.0,80.39,2.677,3056.0,5440000000.0,1.7,0.0,0.0,416.0,242.0,0.1,0.1,1.0,3.06,796.4,0.8,0.8,9.84,9.04,9.04,0.0,0.0,0.6,0.6,0.0,0.0,9.84,1.6,58173.0,2.4,1348.0,1780.0,1.7,10.64,12.24,6876.0,983.6,9.84
761,Brazil,2000,8.087,61504.0,68868.0,34.53,6532.0,2820.0,508000000000.0,645.6,0.0,0.0,1761.0,14995.0,645.6,645.6,7364.0,21.15,33263.0,5661.0,0.0,2986.0,2986.0,2986.0,0.0,0.0,585.7,585.7,0.0,0.0,2986.0,0.0,851577.0,5661.0,31424.0,180151.0,645.6,8647.0,8647.0,47999.0,146888.0,2986.0
762,Brunei Darussalam,2000,1.213,2.0,7.0,0.0,5.846,16844.0,5840000000.0,0.1,0.0,0.0,2722.0,15.71,0.1,0.1,5.0,60.12,97.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,8.5,24503.0,346.9,0.1,8.5,8.5,24503.0,249.9,0.0
763,Bulgaria,2000,32.28,3355.0,3583.0,1.4080000000000001,7.771,2080.0,16400000000.0,6.4,0.0,0.0,608.0,67.48,5.5,5.5,228.0,70.87,2394.0,20.1,0.0,0.3,0.3,0.3,0.0,0.0,16.9,16.9,0.0,0.0,0.3,179.0,11099.0,21.0,2670.0,7866.0,6.4,20.4,21.3,2708.0,5472.0,0.3
764,Burkina Faso,2000,17.39,4700.0,4770.0,7.407,3.04,260.8,3210000000.0,9.5,0.0,0.0,748.0,205.1,5.0,5.0,70.0,44.83,9925.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,15.2,15.2,0.0,0.0,1.0,0.0,27422.0,12.5,1017.0,12293.0,9.5,9.0,13.5,1098.0,2368.0,1.0
765,Burundi,2000,48.54,986.0,1351.0,19.75,9.788,122.4,825000000.0,7.47,0.0,0.0,1274.0,35.46,7.47,7.47,365.0,242.3,6131.0,10.06,2.35,2.476,0.126,0.126,0.0,0.0,7.6,7.6,0.0,0.0,2.476,4.7,2783.0,10.06,1492.0,6742.0,7.47,12.54,12.54,1860.0,611.0,2.476
768,Cameroon,2000,15.06,5960.0,7160.0,3.585,213.4,676.4,10900000000.0,100.0,0.0,0.0,1604.0,762.6,95.0,95.0,1200.0,33.83,8241.0,268.0,6.15,10.15,4.0,4.0,0.0,0.0,40.0,40.0,0.0,0.0,10.15,12.3,47544.0,273.0,16972.0,16085.0,100.0,278.1,283.1,17600.0,7844.0,10.15
771,Chad,2000,2.905,3700.0,3730.0,67.18,25.22,220.8,1990000000.0,11.5,0.0,0.0,322.0,413.4,10.0,10.0,30.0,7.011,7057.0,13.5,0.0,30.7,30.7,30.7,0.0,0.0,10.15,10.15,0.0,0.0,30.7,0.0,128400.0,15.0,1666.0,9002.0,11.5,44.2,45.7,5077.0,1945.0,30.7
772,Chile,2000,2.7310000000000003,1650.0,2065.0,4.123,529.3,4543.0,71000000000.0,140.0,0.0,0.0,1522.0,1151.0,140.0,140.0,415.0,20.66,1917.0,885.0,0.0,38.06,38.06,38.06,0.0,0.0,3.15,3.15,0.0,0.0,38.06,0.0,75610.0,885.0,56644.0,15624.0,140.0,923.1,923.1,59082.0,13707.0,38.06
773,China,2000,13.18,115122.0,126553.0,0.9619,1471.0,1099.0,1460000000000.0,828.8,0.0,0.0,645.0,6192.0,727.9,727.9,11431.0,138.3,807144.0,2712.0,10.15,27.32,17.17,17.17,0.0,0.0,718.8,718.8,0.0,0.0,27.32,20.3,960000.0,2813.0,2118.0,1327998.0,828.8,2739.0,2840.0,2139.0,520854.0,27.32
774,Colombia,2000,3.272,2211.0,3736.0,9.11,1692.0,2356.0,97900000000.0,510.0,0.0,0.0,3240.0,3699.0,510.0,510.0,1525.0,36.41,11615.0,2145.0,0.0,215.0,215.0,215.0,0.0,0.0,1375.0,1375.0,0.0,0.0,215.0,0.0,114175.0,2145.0,51597.0,41572.0,510.0,2360.0,2360.0,56769.0,29957.0,215.0
778,Costa Rica,2000,9.589,200.0,490.0,0.0,54.4,4146.0,16800000000.0,37.31,0.0,0.0,2926.0,149.5,37.31,37.31,290.0,79.51,1535.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,9.655,9.655,0.0,0.0,0.0,0.0,5110.0,113.0,27812.0,4063.0,37.31,113.0,113.0,27812.0,2528.0,0.0
780,Cuba,2000,38.56,3798.0,4237.0,0.0,9.055,2994.0,33600000000.0,6.48,0.0,0.0,1335.0,146.7,0.0,0.0,439.0,102.1,2721.0,31.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10989.0,38.12,3398.0,11218.0,6.48,31.64,38.12,3398.0,8497.0,0.0
781,Cyprus,2000,15.03,100.0,139.0,0.0,0.0484,11613.0,11300000000.0,0.41,0.0,0.0,498.0,4.606,0.19,0.19,39.0,105.6,303.9,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0.78,798.4,977.0,0.41,0.56,0.78,798.4,673.1,0.0
786,Democratic Republic of the Congo,2000,3.177,6700.0,7450.0,29.85,981.7,175.1,8730000000.0,421.0,0.0,0.0,1543.0,3618.0,420.0,420.0,750.0,21.25,31983.0,899.0,0.0,383.0,383.0,383.0,0.0,0.0,3.301,3.301,0.0,0.0,383.0,0.0,234486.0,900.0,18059.0,49836.0,421.0,1282.0,1283.0,25744.0,17853.0,383.0
787,Denmark,2000,52.98,2276.0,2283.0,0.0,2.302,33315.0,179000000000.0,4.3,0.0,0.0,703.0,30.29,2.0,2.0,7.0,124.7,796.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4309.0,6.0,1117.0,5373.0,4.3,3.7,6.0,1117.0,4577.0,0.0
790,Dominican Republic,2000,27.08,898.0,1318.0,0.0,5.456,3009.0,26600000000.0,4.1610000000000005,0.0,0.0,1410.0,68.62,4.1610000000000005,4.1610000000000005,420.0,181.5,3171.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,1.015,1.015,0.0,0.0,0.0,0.0,4867.0,23.5,2661.0,8832.0,4.1610000000000005,23.5,23.5,2661.0,5661.0,0.0
791,Ecuador,2000,10.14,1360.0,2600.0,0.0,296.2,2184.0,28500000000.0,134.0,0.0,0.0,2274.0,583.0,123.6,123.6,1240.0,50.99,5108.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,163.8,163.8,0.0,0.0,0.0,0.0,25637.0,442.4,33843.0,13072.0,134.0,432.0,442.4,33843.0,7964.0,0.0
792,Egypt,2000,3.4189999999999996,2936.0,3424.0,98.26,2.6,1210.0,87900000000.0,0.5,1.0,1.0,18.1,18.13,0.0,0.0,488.0,72.48,43296.0,0.5,0.0,55.5,84.0,0.0,55.5,84.0,0.0,0.0,0.0,0.0,55.5,0.0,100145.0,1.0,13.78,72590.0,1.5,56.0,57.5,792.1,29294.0,56.5
793,El Salvador,2000,44.44,690.0,935.0,40.5,10.24,2409.0,14300000000.0,6.15,0.0,0.0,1784.0,37.54,2.57,2.57,245.0,282.3,2334.0,12.05,0.0,10.64,10.64,10.64,0.0,0.0,0.0,0.0,0.0,0.0,10.64,0.0,2104.0,15.63,2631.0,5940.0,6.15,22.69,26.27,4423.0,3606.0,10.64
794,Equatorial Guinea,2000,7.843,130.0,220.0,0.0,15.21,2711.0,1810000000.0,10.0,0.0,0.0,2156.0,60.48,9.0,9.0,90.0,23.76,452.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2805.0,26.0,39016.0,666.4,10.0,25.0,26.0,39016.0,213.9,0.0
797,Eswatini,2000,11.06,178.0,192.0,41.46,3.133,1132.0,1220000000.0,0.66,0.0,0.0,788.0,13.68,0.66,0.66,14.0,62.27,838.3,2.64,0.0,1.87,1.87,1.87,0.0,0.0,4.5,4.5,0.0,0.0,1.87,0.0,1736.0,2.64,2442.0,1081.0,0.66,4.51,4.51,4172.0,242.7,1.87
801,Finland,2000,6.5329999999999995,2205.0,2209.0,2.727,67.83,26856.0,140000000000.0,2.2,0.0,0.0,536.0,181.2,2.0,2.0,3.9,15.42,923.0,106.8,0.0,3.0,3.0,3.0,0.0,0.0,27.0,27.0,0.0,0.0,3.0,0.0,33815.0,107.0,20526.0,5213.0,2.2,109.8,110.0,21101.0,4290.0,3.0
802,France,2000,35.51,18372.0,19500.0,5.212999999999999,96.77,24907.0,1500000000000.0,120.0,0.0,0.0,867.0,476.1,118.0,118.0,1128.0,109.7,14360.0,198.0,0.0,11.0,11.0,11.0,0.0,0.0,18.0,18.0,0.0,0.0,11.0,33.0,54909.0,200.0,3321.0,60225.0,120.0,209.0,211.0,3504.0,45865.0,11.0
806,Germany,2000,33.6,11791.0,11997.0,30.52,81.04,25486.0,2080000000000.0,45.7,0.0,0.0,700.0,249.9,45.0,45.0,206.0,228.6,20376.0,106.3,0.0,47.0,47.0,47.0,0.0,0.0,90.8,90.8,0.0,0.0,47.0,0.0,35704.0,107.0,1311.0,81612.0,45.7,153.3,154.0,1887.0,61236.0,47.0
807,Ghana,2000,26.54,4181.0,6331.0,46.09,33.26,309.5,6170000000.0,26.3,0.0,0.0,1187.0,283.1,25.0,25.0,2150.0,83.53,10967.0,29.0,0.0,25.9,25.9,25.9,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,23854.0,30.3,1521.0,19925.0,26.3,54.9,56.2,2821.0,8958.0,25.9
808,Greece,2000,29.15,2717.0,3846.0,15.2,18.97,13729.0,154000000000.0,10.3,0.0,0.0,652.0,86.04,7.8,7.8,1129.0,85.0,3134.0,55.5,2.8,10.4,7.6,7.6,0.0,0.0,1.8,1.8,0.0,0.0,10.4,5.6,13196.0,58.0,5171.0,11217.0,10.3,65.9,68.4,6098.0,8083.0,10.4
811,Guinea,2000,12.36,2390.0,3040.0,0.0,161.0,322.8,2950000000.0,38.0,0.0,0.0,1651.0,405.9,38.0,38.0,650.0,37.16,6269.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,102.2,102.2,0.0,0.0,0.0,0.0,24586.0,226.0,24735.0,9137.0,38.0,226.0,226.0,24735.0,2868.0,0.0
812,Guinea-Bissau,2000,14.64,280.0,529.0,49.04,19.7,321.4,416000000.0,14.0,0.0,0.0,1577.0,56.98,10.0,10.0,249.0,35.82,784.0,12.0,0.0,15.4,15.4,15.4,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,3613.0,16.0,12365.0,1294.0,14.0,27.4,31.4,24266.0,510.0,15.4
813,Guyana,2000,2.224,450.0,478.0,11.07,227.2,960.8,722000000.0,103.0,0.0,0.0,2387.0,513.1,103.0,103.0,28.0,3.498,537.8,241.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,21497.0,241.0,320521.0,751.9,103.0,271.0,271.0,360420.0,214.1,30.0
816,Honduras,2000,12.69,1068.0,1428.0,1.632,57.39,1133.0,7780000000.0,39.0,0.0,0.0,1976.0,222.3,29.91,29.91,360.0,61.01,3836.0,81.57,0.0,1.504,1.504,1.504,0.0,0.0,4.947,5.763999999999999,0.0,0.0,1.504,0.0,11249.0,90.66,13210.0,6863.0,39.0,83.07,92.16,13429.0,3027.0,1.504
817,Hungary,2000,51.45,4606.0,4786.0,94.23,46.1,6640.0,67500000000.0,6.0,0.0,0.0,589.0,54.79,6.0,6.0,180.0,109.3,3550.0,6.0,0.0,98.0,98.0,98.0,0.0,0.0,104.0,104.0,0.0,0.0,98.0,23.0,9303.0,6.0,590.1,10168.0,6.0,104.0,104.0,10228.0,6618.0,98.0
818,Iceland,2000,1.252,129.0,129.0,0.0,96.41,32113.0,9160000000.0,24.0,0.0,0.0,1940.0,199.8,20.0,20.0,0.0,2.77,19.4,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10300.0,170.0,595864.0,285.3,24.0,166.0,170.0,595864.0,265.9,0.0
819,India,2000,51.72,160432.0,170032.0,30.52,937.1,480.8,524000000000.0,432.0,0.0,0.0,1083.0,3560.0,390.0,390.0,9600.0,331.5,785702.0,1404.0,0.0,635.2,635.2,635.2,0.0,0.0,1385.0,1142.0,170.3,243.0,464.9,0.0,328726.0,1446.0,1327.0,1089807.0,432.0,1869.0,1911.0,1754.0,304105.0,464.9
820,Indonesia,2000,19.4,20081.0,37081.0,0.0,1269.0,901.1,196000000000.0,457.4,0.0,0.0,2702.0,5163.0,411.7,411.7,17000.0,113.8,123824.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191093.0,2019.0,9282.0,217508.0,457.4,1973.0,2019.0,9282.0,93684.0,0.0
821,Iran (Islamic Republic of),2000,9.996,16029.0,17444.0,6.773,22.7,1898.0,129000000000.0,49.3,0.0,0.0,228.0,397.9,18.1,18.1,1415.0,38.96,23643.0,97.3,2.315,9.335,7.77,6.2,0.82,1.57,18.67,17.5,0.79,1.17,8.545,4.63,174515.0,128.5,1890.0,67983.0,49.3,105.8,137.0,2015.0,44340.0,8.545
823,Ireland,2000,16.78,1177.0,1179.0,5.769,31.22,32193.0,128000000000.0,10.8,0.0,0.0,1118.0,78.57,10.0,10.0,2.0,56.57,1628.0,48.2,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,7028.0,49.0,12324.0,3976.0,10.8,51.2,52.0,13078.0,2348.0,3.0
825,Italy,2000,36.15,8287.0,10894.0,4.6,77.81,21972.0,1270000000000.0,43.0,0.0,0.0,832.0,250.7,31.0,31.0,2607.0,191.8,19056.0,170.5,0.0,8.8,8.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,30134.0,182.5,3157.0,57802.0,43.0,179.3,191.3,3310.0,38746.0,8.8
827,Japan,2000,12.6,4419.0,4763.0,0.0,212.5,31117.0,3980000000000.0,27.0,0.0,0.0,1668.0,630.3,17.0,17.0,344.0,338.5,24824.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37789.0,430.0,3362.0,127903.0,27.0,420.0,430.0,3362.0,103079.0,0.0
830,Kenya,2000,9.508,5091.0,5518.0,32.57,18.57,395.8,13100000000.0,3.5,0.0,0.0,630.0,365.6,3.0,3.0,427.0,57.23,26419.0,20.2,0.0,10.0,10.0,10.0,0.0,0.0,8.9,8.9,0.0,0.0,10.0,0.0,58037.0,20.7,623.2,33214.0,3.5,30.2,30.7,924.3,6795.0,10.0
837,Lesotho,2000,10.01,300.0,304.0,0.0,1.315,345.3,657000000.0,0.5,0.0,0.0,788.0,23.92,0.5,0.5,4.0,62.65,1514.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.992,2.208,2.208,-2.208,0.0,3036.0,5.23,2750.0,1902.0,0.5,3.022,3.022,1589.0,388.4,-2.208
